timestamp,true_reciter,clip,predicted,confidence,gap,correct,duration
2026-05-16T18:54:14.064125,alafasy,alafasy1.mp3,alafasy,11.6,0.1999999999999993,True,30.3950625
2026-05-16T18:54:14.189879,alafasy,alafasy2.mp3,alafasy,11.7,0.29999999999999893,True,30.493125
2026-05-16T18:54:14.422417,alafasy,alafasy3.mp3,alafasy,11.6,0.09999999999999964,True,35.052375
2026-05-16T18:54:14.536754,alafasy,alafasy4.mp3,alafasy,11.6,0.1999999999999993,True,26.059625
2026-05-16T18:54:14.602054,alafasy,alafasy_s2_a10.mp3,alafasy,11.7,0.1999999999999993,True,13.5373125
2026-05-16T18:54:14.654808,alafasy,alafasy_s2_a11.mp3,alafasy,11.7,0.1999999999999993,True,10.62375
2026-05-16T18:54:14.710494,alafasy,alafasy_s2_a12.mp3,alafasy,11.7,0.09999999999999964,True,9.088
2026-05-16T18:54:14.826546,alafasy,alafasy_s2_a13.mp3,alafasy,11.6,0.09999999999999964,True,24.9078125
2026-05-16T18:54:14.942207,alafasy,alafasy_s2_a14.mp3,alafasy,11.7,0.29999999999999893,True,23.7086875
2026-05-16T18:54:14.984138,alafasy,alafasy_s2_a15.mp3,alafasy,11.7,0.09999999999999964,True,7.888875
2026-05-16T18:54:15.044789,alafasy,alafasy_s2_a16.mp3,alafasy,11.6,0.09999999999999964,True,12.5170625
2026-05-16T18:54:15.174744,alafasy,alafasy_s2_a17.mp3,alafasy,11.7,0.1999999999999993,True,21.7101875
2026-05-16T18:54:15.212256,alafasy,alafasy_s2_a18.mp3,alafasy,11.7,0.0,True,7.7626875
2026-05-16T18:54:15.333295,alafasy,alafasy_s2_a19.mp3,alafasy,11.6,0.1999999999999993,True,25.419125
2026-05-16T18:54:15.389129,alafasy,alafasy_s2_a2.mp3,alafasy,11.6,0.09999999999999964,True,8.933
2026-05-16T18:54:15.520067,alafasy,alafasy_s2_a20.mp3,alafasy,11.6,0.1999999999999993,True,30.3950625
2026-05-16T18:54:15.582545,alafasy,alafasy_s2_a21.mp3,alafasy,11.7,0.1999999999999993,True,13.4571875
2026-05-16T18:54:15.720536,alafasy,alafasy_s2_a22.mp3,alafasy,11.7,0.1999999999999993,True,31.007875
2026-05-16T18:54:15.855592,alafasy,alafasy_s2_a23.mp3,alafasy,11.7,0.1999999999999993,True,23.7768125
2026-05-16T18:54:15.919359,alafasy,alafasy_s2_a24.mp3,alafasy,11.5,0.0,True,14.805375
2026-05-16T18:54:16.145666,alafasy,alafasy_s2_a25.mp3,alafasy,11.6,0.1999999999999993,True,38.288
2026-05-16T18:54:16.461638,alafasy,alafasy_s2_a26.mp3,alafasy,11.7,0.1999999999999993,True,43.092375
2026-05-16T18:54:16.566526,alafasy,alafasy_s2_a27.mp3,alafasy,11.7,0.1999999999999993,True,23.433625
2026-05-16T18:54:16.649565,alafasy,alafasy_s2_a28.mp3,alafasy,11.7,0.1999999999999993,True,17.918375
2026-05-16T18:54:16.748696,alafasy,alafasy_s2_a29.mp3,alafasy,11.7,0.1999999999999993,True,21.64425
2026-05-16T18:54:16.811407,alafasy,alafasy_s2_a3.mp3,alafasy,11.7,0.09999999999999964,True,11.3683125
2026-05-16T18:54:16.945251,alafasy,alafasy_s2_a30.mp3,alafasy,11.7,0.29999999999999893,True,30.493125
2026-05-16T18:54:17.062824,alafasy,alafasy_s2_a31.mp3,alafasy,11.7,0.1999999999999993,True,27.1595
2026-05-16T18:54:17.129820,alafasy,alafasy_s2_a32.mp3,alafasy,11.6,0.09999999999999964,True,14.1190625
2026-05-16T18:54:17.321668,alafasy,alafasy_s2_a33.mp3,alafasy,11.6,0.09999999999999964,True,35.052375
2026-05-16T18:54:17.395862,alafasy,alafasy_s2_a34.mp3,ghamadi,11.7,0.09999999999999964,False,16.7663125
2026-05-16T18:54:17.503169,alafasy,alafasy_s2_a35.mp3,alafasy,11.6,0.1999999999999993,True,20.4921875
2026-05-16T18:54:17.602408,alafasy,alafasy_s2_a36.mp3,alafasy,11.6,0.09999999999999964,True,21.2275625
2026-05-16T18:54:17.680776,alafasy,alafasy_s2_a37.mp3,alafasy,11.6,0.09999999999999964,True,15.5945625
2026-05-16T18:54:17.778871,alafasy,alafasy_s2_a38.mp3,alafasy,11.7,0.29999999999999893,True,18.0508125
2026-05-16T18:54:17.880836,alafasy,alafasy_s2_a39.mp3,alafasy,11.7,0.09999999999999964,True,17.53675
2026-05-16T18:54:17.984332,alafasy,alafasy_s2_a4.mp3,alafasy,11.7,0.1999999999999993,True,15.773875
2026-05-16T18:54:18.071540,alafasy,alafasy_s2_a40.mp3,alafasy,11.6,0.1999999999999993,True,21.857
2026-05-16T18:54:18.201315,alafasy,alafasy_s2_a41.mp3,alafasy,11.7,0.29999999999999893,True,22.0636875
2026-05-16T18:54:18.285772,alafasy,alafasy_s2_a42.mp3,alafasy,11.7,0.1999999999999993,True,9.5075625
2026-05-16T18:54:18.323057,alafasy,alafasy_s2_a43.mp3,alafasy,11.6,0.1999999999999993,True,7.923
2026-05-16T18:54:18.426051,alafasy,alafasy_s2_a44.mp3,alafasy,11.7,0.1999999999999993,True,16.29375
2026-05-16T18:54:18.481938,alafasy,alafasy_s2_a45.mp3,alafasy,11.6,0.1999999999999993,True,12.2978125
2026-05-16T18:54:18.545613,alafasy,alafasy_s2_a46.mp3,alafasy,11.6,0.09999999999999964,True,12.7628125
2026-05-16T18:54:18.628709,alafasy,alafasy_s2_a47.mp3,alafasy,11.6,0.09999999999999964,True,17.3099375
2026-05-16T18:54:18.728265,alafasy,alafasy_s2_a48.mp3,alafasy,11.7,0.29999999999999893,True,22.6665
2026-05-16T18:54:18.870324,alafasy,alafasy_s2_a49.mp3,alafasy,11.6,0.1999999999999993,True,26.059625
2026-05-16T18:54:18.948525,alafasy,alafasy_s2_a5.mp3,alafasy,11.7,0.09999999999999964,True,11.324
2026-05-16T18:54:19.043262,alafasy,alafasy_s2_a50.mp3,alafasy,11.6,0.1999999999999993,True,15.099875
2026-05-16T18:54:19.107236,alafasy,alafasy_s2_a51.mp3,alafasy,11.7,0.29999999999999893,True,15.535875
2026-05-16T18:54:19.170904,alafasy,alafasy_s2_a6.mp3,alafasy,11.7,0.1999999999999993,True,12.5748125
2026-05-16T18:54:19.293053,alafasy,alafasy_s2_a7.mp3,alafasy,11.6,0.1999999999999993,True,13.261125
2026-05-16T18:54:19.344749,alafasy,alafasy_s2_a8.mp3,alafasy,11.7,0.1999999999999993,True,11.99925
2026-05-16T18:54:19.406706,alafasy,alafasy_s2_a9.mp3,alafasy,11.7,0.1999999999999993,True,12.5275625
2026-05-16T18:54:19.441024,alafasy,alafasy_s55_a1.mp3,alafasy,11.8,0.3000000000000007,True,4.5601875
2026-05-16T18:54:19.477981,alafasy,alafasy_s55_a10.mp3,alafasy,11.7,0.09999999999999964,True,5.8301875
2026-05-16T18:54:19.585538,alafasy,alafasy_s55_a11.mp3,alafasy,11.7,0.0,True,9.6509375
2026-05-16T18:54:19.617320,alafasy,alafasy_s55_a12.mp3,alafasy,11.7,0.1999999999999993,True,6.5705625
2026-05-16T18:54:19.659538,alafasy,alafasy_s55_a13.mp3,alafasy,11.7,0.29999999999999893,True,9.5848125
2026-05-16T18:54:19.740712,alafasy,alafasy_s55_a14.mp3,alafasy,11.8,0.20000000000000107,True,10.8671875
2026-05-16T18:54:19.801426,alafasy,alafasy_s55_a15.mp3,alafasy,11.8,0.20000000000000107,True,11.9380625
2026-05-16T18:54:19.828147,alafasy,alafasy_s55_a2.mp3,alafasy,11.7,0.1999999999999993,True,4.7425
2026-05-16T18:54:19.860949,alafasy,alafasy_s55_a3.mp3,alafasy,11.8,0.3000000000000007,True,5.47325
2026-05-16T18:54:19.885837,alafasy,alafasy_s55_a4.mp3,alafasy,11.8,0.3000000000000007,True,4.878375
2026-05-16T18:54:19.921383,alafasy,alafasy_s55_a5.mp3,alafasy,11.6,0.09999999999999964,True,6.2665
2026-05-16T18:54:19.954475,alafasy,alafasy_s55_a6.mp3,alafasy,11.6,0.0,True,6.3325625
2026-05-16T18:54:19.999647,alafasy,alafasy_s55_a7.mp3,alafasy,11.7,0.29999999999999893,True,8.4081875
2026-05-16T18:54:20.032137,alafasy,alafasy_s55_a8.mp3,alafasy,11.7,0.29999999999999893,True,5.9095625
2026-05-16T18:54:20.093623,alafasy,alafasy_s55_a9.mp3,alafasy,11.7,0.09999999999999964,True,8.38175
2026-05-16T18:54:20.139553,alafasy,alafasy_s67_a1.mp3,alafasy,11.7,0.0,True,10.7344375
2026-05-16T18:54:20.203695,alafasy,alafasy_s67_a10.mp3,alafasy,11.6,0.0,True,12.799875
2026-05-16T18:54:20.297429,alafasy,alafasy_s67_a2.mp3,alafasy,11.7,0.0,True,13.847125
2026-05-16T18:54:20.379588,alafasy,alafasy_s67_a3.mp3,alafasy,11.7,0.09999999999999964,True,18.996125
2026-05-16T18:54:20.448973,alafasy,alafasy_s67_a4.mp3,shatri,11.7,0.09999999999999964,False,12.858
2026-05-16T18:54:20.543289,alafasy,alafasy_s67_a5.mp3,alafasy,11.7,0.09999999999999964,True,19.7815625
2026-05-16T18:54:20.639591,alafasy,alafasy_s67_a6.mp3,alafasy,11.6,0.0,True,10.3853125
2026-05-16T18:54:20.701979,alafasy,alafasy_s67_a7.mp3,alafasy,11.7,0.0,True,10.85075
2026-05-16T18:54:20.801252,alafasy,alafasy_s67_a8.mp3,alafasy,11.6,0.0,True,18.9088125
2026-05-16T18:54:20.895748,alafasy,alafasy_s67_a9.mp3,alafasy,11.6,0.0,True,20.4215625
2026-05-16T18:54:20.980430,basfar,basfar_s2_a10.mp3,basfar,11.8,0.10000000000000142,True,16.6645
2026-05-16T18:54:21.069400,basfar,basfar_s2_a11.mp3,basfar,11.9,0.20000000000000107,True,12.5375625
2026-05-16T18:54:21.144895,basfar,basfar_s2_a12.mp3,basfar,12.0,0.3000000000000007,True,9.716625
2026-05-16T18:54:21.285260,basfar,basfar_s2_a13.mp3,basfar,12.0,0.3000000000000007,True,26.1460625
2026-05-16T18:54:21.406558,basfar,basfar_s2_a14.mp3,basfar,11.9,0.20000000000000107,True,27.60875
2026-05-16T18:54:21.454554,basfar,basfar_s2_a15.mp3,basfar,12.1,0.1999999999999993,True,9.768875
2026-05-16T18:54:21.522221,basfar,basfar_s2_a16.mp3,basfar,12.3,0.40000000000000036,True,14.6533125
2026-05-16T18:54:21.632900,basfar,basfar_s2_a17.mp3,basfar,12.1,0.40000000000000036,True,26.877375
2026-05-16T18:54:21.689046,basfar,basfar_s2_a18.mp3,basfar,11.9,0.20000000000000107,True,9.716625
2026-05-16T18:54:21.838761,basfar,basfar_s2_a19.mp3,basfar,12.1,0.40000000000000036,True,30.5603125
2026-05-16T18:54:21.895392,basfar,basfar_s2_a2.mp3,basfar,12.1,0.29999999999999893,True,10.160625
2026-05-16T18:54:22.163797,basfar,basfar_s2_a20.mp3,basfar,12.3,0.5,True,39.3626875
2026-05-16T18:54:22.244694,basfar,basfar_s2_a21.mp3,basfar,12.1,0.29999999999999893,True,16.089875
2026-05-16T18:54:22.506491,basfar,basfar_s2_a22.mp3,basfar,12.2,0.29999999999999893,True,35.1051875
2026-05-16T18:54:22.709578,basfar,basfar_s2_a23.mp3,basfar,12.2,0.3999999999999986,True,33.6946875
2026-05-16T18:54:22.800867,basfar,basfar_s2_a24.mp3,basfar,12.1,0.29999999999999893,True,18.4145625
2026-05-16T18:54:23.059834,basfar,basfar_s2_a25.mp3,basfar,12.2,0.29999999999999893,True,47.8778125
2026-05-16T18:54:23.403123,basfar,basfar_s2_a26.mp3,basfar,12.2,0.5,True,55.4003125
2026-05-16T18:54:23.510213,basfar,basfar_s2_a27.mp3,basfar,12.1,0.40000000000000036,True,26.19825
2026-05-16T18:54:23.606689,basfar,basfar_s2_a28.mp3,basfar,12.1,0.1999999999999993,True,19.0675625
2026-05-16T18:54:23.717563,basfar,basfar_s2_a29.mp3,basfar,12.1,0.5,True,24.1348125
